NCBI_GeneID_pig	NCBI_GeneID_human	Ensembl_GeneID_pig	Ensembl_GeneID_human	geneName_pig	geneName_human
		ENSSSCG00000033088	ENSG00000206866	U6	RNU6-187P
		ENSSSCG00000041201			
		ENSSSCG00000045417			
		ENSSSCG00000050535			
		ENSSSCG00000043277			
		ENSSSCG00000049042			
		ENSSSCG00000043030			
396627	925	ENSSSCG00000008217	ENSG00000153563	CD8A	CD8A
		ENSSSCG00000021268			
		ENSSSCG00000048096			
		ENSSSCG00000040853			
		ENSSSCG00000020603			
		ENSSSCG00000047047			
		ENSSSCG00000047428			
		ENSSSCG00000036939			
		ENSSSCG00000051330			
		ENSSSCG00000042177			
		ENSSSCG00000045439			
		ENSSSCG00000044918			
		ENSSSCG00000051064			
		ENSSSCG00000049890			
		ENSSSCG00000043697			
		ENSSSCG00000047373			
		ENSSSCG00000037677			
	9895	ENSSSCG00000051546	ENSG00000196663		TECPR2
	692223	ENSSSCG00000019944	ENSG00000238622	SNORD97	SNORD97
		ENSSSCG00000044385			
		ENSSSCG00000051745			
		ENSSSCG00000049772			
		ENSSSCG00000041824			
		ENSSSCG00000045440			
		ENSSSCG00000042178			
		ENSSSCG00000046677			
		ENSSSCG00000045492			
		ENSSSCG00000033494	ENSG00000252128	SNORD27	SNORD27
		ENSSSCG00000046347			
		ENSSSCG00000048213			
		ENSSSCG00000040537	ENSG00000201770	U6	RNU6-384P
		ENSSSCG00000049194			
		ENSSSCG00000048517			
100627492	112869	ENSSSCG00000022778	ENSG00000176476	SGF29	SGF29
		ENSSSCG00000051454			
		ENSSSCG00000037328			
		ENSSSCG00000045009			
		ENSSSCG00000027583			
100739812	122416	ENSSSCG00000039713	ENSG00000156381		ANKRD9
		ENSSSCG00000043775			
		ENSSSCG00000049784			
		ENSSSCG00000045159			
		ENSSSCG00000045553			
		ENSSSCG00000044067			
		ENSSSCG00000046426			
		ENSSSCG00000049645			
		ENSSSCG00000048747			
		ENSSSCG00000041715			
		ENSSSCG00000043823			
		ENSSSCG00000041492			
		ENSSSCG00000046282			
		ENSSSCG00000034210			
		ENSSSCG00000044357			
		ENSSSCG00000051293			
		ENSSSCG00000045598			
		ENSSSCG00000051186			
		ENSSSCG00000042822			
		ENSSSCG00000051739			
		ENSSSCG00000046912			
	677829	ENSSSCG00000019634	ENSG00000208892	SNORA49	SNORA49
		ENSSSCG00000019437	ENSG00000201687	U6	RNU6-1107P
		ENSSSCG00000043393			
110260086	26471	ENSSSCG00000040162	ENSG00000176046	NUPR1	NUPR1
		ENSSSCG00000050022			
		ENSSSCG00000047095			
		ENSSSCG00000046237			
		ENSSSCG00000040467			
		ENSSSCG00000044466			
		ENSSSCG00000041188			
		ENSSSCG00000036740	ENSG00000212144	U8	U8
		ENSSSCG00000036337			
		ENSSSCG00000033044	ENSG00000206590	U6	RNU6-132P
		ENSSSCG00000049010			
		ENSSSCG00000045197			
		ENSSSCG00000042213			
		ENSSSCG00000034454			
		ENSSSCG00000047793			
		ENSSSCG00000045949			
		ENSSSCG00000048782			
		ENSSSCG00000044132			
493187	246778	ENSSSCG00000039300	ENSG00000197272	IL27	IL27
100155804	23186	ENSSSCG00000002526	ENSG00000089902	RCOR1	RCOR1
		ENSSSCG00000045631			
		ENSSSCG00000042337			
		ENSSSCG00000041040			
		ENSSSCG00000046018			
		ENSSSCG00000043070			
		ENSSSCG00000020629	ENSG00000199652	U1	RNU1-35P
		ENSSSCG00000040068	ENSG00000251703	U6	RNU6-998P
		ENSSSCG00000048928			
		ENSSSCG00000051075			
100516072	64795	ENSSSCG00000035478	ENSG00000153561	RMND5A	RMND5A
100155972	222584	ENSSSCG00000001483	ENSG00000168143	FAM83B	FAM83B
		ENSSSCG00000042987			
		ENSSSCG00000025100	ENSG00000252705	U6	RNU6-175P
		ENSSSCG00000051785			
		ENSSSCG00000041178			
		ENSSSCG00000041872			
		ENSSSCG00000031641			
100512467	11318	ENSSSCG00000037701	ENSG00000166856	GPR182	GPR182
		ENSSSCG00000046961			
		ENSSSCG00000049365			
		ENSSSCG00000048481			
100156915	7553	ENSSSCG00000005890	ENSG00000147789	ZNF7	ZNF7
		ENSSSCG00000047376			
		ENSSSCG00000050891			
		ENSSSCG00000019704	ENSG00000200456	U6	RNU6-1097P
		ENSSSCG00000045200			
		ENSSSCG00000046195			
	677796	ENSSSCG00000019629	ENSG00000201772		SNORA5C
		ENSSSCG00000040807	ENSG00000200403	U6	RNU6-1099P
		ENSSSCG00000051574			
		ENSSSCG00000051784			
		ENSSSCG00000049196			
		ENSSSCG00000048389			
		ENSSSCG00000020040	ENSG00000207170	U6	RNU6-1215P
		ENSSSCG00000045831			
		ENSSSCG00000049550			
		ENSSSCG00000039379			
	677798	ENSSSCG00000019018	ENSG00000277184	SNORA9	SNORA9
		ENSSSCG00000049155			
		ENSSSCG00000046125			
		ENSSSCG00000042532			
		ENSSSCG00000023910			
		ENSSSCG00000048767			
	654319	ENSSSCG00000021904	ENSG00000206838	SNORA5A	SNORA5A
		ENSSSCG00000051039			
		ENSSSCG00000019280			
		ENSSSCG00000046790			
		ENSSSCG00000045921			
		ENSSSCG00000020433			
		ENSSSCG00000042174			
		ENSSSCG00000040616			
		ENSSSCG00000049340			
		ENSSSCG00000042260			
		ENSSSCG00000045713			
		ENSSSCG00000046754			
		ENSSSCG00000047904			
		ENSSSCG00000040301	ENSG00000251980	U6	RNU6-436P
		ENSSSCG00000042722			
		ENSSSCG00000045815			
		ENSSSCG00000051400			
	677834	ENSSSCG00000025504	ENSG00000201457	SNORA55	SNORA55
		ENSSSCG00000032387			
		ENSSSCG00000042315			
		ENSSSCG00000049658			
		ENSSSCG00000041516			
		ENSSSCG00000018243			
		ENSSSCG00000047282			
		ENSSSCG00000045145			
		ENSSSCG00000035413			
		ENSSSCG00000032997	ENSG00000200779	U6	RNU6-105P
		ENSSSCG00000042249			
		ENSSSCG00000043723			
		ENSSSCG00000041066			
		ENSSSCG00000047026			
		ENSSSCG00000019775	ENSG00000252425		
		ENSSSCG00000048462			
		ENSSSCG00000023285			
		ENSSSCG00000047048			
		ENSSSCG00000044549			
		ENSSSCG00000042654			
		ENSSSCG00000051643			
		ENSSSCG00000043769			
		ENSSSCG00000032885			
		ENSSSCG00000045142			
		ENSSSCG00000041408			
		ENSSSCG00000023321			
		ENSSSCG00000047235			
		ENSSSCG00000049549			
		ENSSSCG00000046995			
		ENSSSCG00000050188			
		ENSSSCG00000049091			
		ENSSSCG00000019040			
		ENSSSCG00000043953			
		ENSSSCG00000041391			
		ENSSSCG00000049487			
		ENSSSCG00000020347			
		ENSSSCG00000049443			
		ENSSSCG00000022352			
		ENSSSCG00000051105			
		ENSSSCG00000049959			
		ENSSSCG00000045057			
		ENSSSCG00000043543			
		ENSSSCG00000020421			
		ENSSSCG00000044631			
		ENSSSCG00000048511			
		ENSSSCG00000051602			
		ENSSSCG00000019697			
		ENSSSCG00000042771			
		ENSSSCG00000046268			
		ENSSSCG00000049112			
		ENSSSCG00000036343	ENSG00000201015	U6	RNU6-280P
		ENSSSCG00000045584			
		ENSSSCG00000046765			
100049679	5875	ENSSSCG00000001992	ENSG00000100949	RABGGTA	RABGGTA
		ENSSSCG00000044819	ENSG00000252604	U2	RNU2-44P
		ENSSSCG00000041856			
		ENSSSCG00000046025			
		ENSSSCG00000044624			
	100113380	ENSSSCG00000019402	ENSG00000239127	SNORD125	SNORD125
		ENSSSCG00000049908			
		ENSSSCG00000045022			
		ENSSSCG00000046850			
		ENSSSCG00000048712			
		ENSSSCG00000041784			
		ENSSSCG00000046373			
		ENSSSCG00000035087	ENSG00000211801		TRAV21
		ENSSSCG00000043426			
		ENSSSCG00000041552			
		ENSSSCG00000041097			
		ENSSSCG00000046132			
		ENSSSCG00000049056			
		ENSSSCG00000020952	ENSG00000252049		
		ENSSSCG00000050710			
		ENSSSCG00000048706			
		ENSSSCG00000050226			
		ENSSSCG00000046074			
		ENSSSCG00000020206	ENSG00000252049		
		ENSSSCG00000043573			
		ENSSSCG00000046149			
		ENSSSCG00000041741			
		ENSSSCG00000043299			
		ENSSSCG00000044165			
		ENSSSCG00000033481	ENSG00000206600	U6	RNU6-25P
		ENSSSCG00000048607			
102157615	9880	ENSSSCG00000037617	ENSG00000166860	ZBTB39	ZBTB39
		ENSSSCG00000040526	ENSG00000202050	U6	RNU6-391P
		ENSSSCG00000050566			
		ENSSSCG00000051394			
		ENSSSCG00000043052			
		ENSSSCG00000050288			
		ENSSSCG00000046193			
		ENSSSCG00000048021			
		ENSSSCG00000033064			
		ENSSSCG00000049445			
		ENSSSCG00000047952			
		ENSSSCG00000048485			
		ENSSSCG00000043642			
		ENSSSCG00000049390			
		ENSSSCG00000049606	ENSG00000212475	U6	RNU6-400P
		ENSSSCG00000042519			
		ENSSSCG00000044752			
		ENSSSCG00000046311			
		ENSSSCG00000043025			
		ENSSSCG00000044508			
		ENSSSCG00000023982			
		ENSSSCG00000036666			
		ENSSSCG00000045880			
		ENSSSCG00000047719			
		ENSSSCG00000050262			
		ENSSSCG00000041296			
		ENSSSCG00000044679			
		ENSSSCG00000042780			
		ENSSSCG00000036319			
		ENSSSCG00000045852			
		ENSSSCG00000049798			
		ENSSSCG00000049928			
		ENSSSCG00000044011			
		ENSSSCG00000039831			
		ENSSSCG00000041407			
		ENSSSCG00000043248			
		ENSSSCG00000051280			
		ENSSSCG00000029851	ENSG00000199226	U6	RNU6-50P
		ENSSSCG00000044808			
		ENSSSCG00000047353			
		ENSSSCG00000034578			
		ENSSSCG00000042167			
		ENSSSCG00000048556			
		ENSSSCG00000043410			
		ENSSSCG00000034875			
		ENSSSCG00000047871			
		ENSSSCG00000044303			
		ENSSSCG00000051387			
		ENSSSCG00000044617			
		ENSSSCG00000042986			
		ENSSSCG00000044610			
		ENSSSCG00000042415			
		ENSSSCG00000028361			
		ENSSSCG00000048922			
		ENSSSCG00000046406			
		ENSSSCG00000019095			
		ENSSSCG00000043357			
		ENSSSCG00000041118			
		ENSSSCG00000047683			
		ENSSSCG00000042451			
		ENSSSCG00000046655			
		ENSSSCG00000048218			
		ENSSSCG00000041636			
		ENSSSCG00000048101			
		ENSSSCG00000047598			
		ENSSSCG00000043423			
		ENSSSCG00000036051	ENSG00000206807	U6	RNU6-815P
		ENSSSCG00000044805			
		ENSSSCG00000020256	ENSG00000252499	U6	RNU6-63P
		ENSSSCG00000044739			
		ENSSSCG00000043582			
		ENSSSCG00000042115			
		ENSSSCG00000018432			
		ENSSSCG00000042769			
		ENSSSCG00000045691			
		ENSSSCG00000042077			
		ENSSSCG00000043811			
		ENSSSCG00000048211			
		ENSSSCG00000049994			
		ENSSSCG00000044630			
		ENSSSCG00000043006			
		ENSSSCG00000041430			
		ENSSSCG00000043311			
		ENSSSCG00000036196			
		ENSSSCG00000050265			
		ENSSSCG00000043219			
		ENSSSCG00000047837			
		ENSSSCG00000019380			
		ENSSSCG00000039423	ENSG00000283337	U6	U6
		ENSSSCG00000042633			
		ENSSSCG00000048938			
		ENSSSCG00000046028			
		ENSSSCG00000044601			
		ENSSSCG00000042990			
		ENSSSCG00000048178			
		ENSSSCG00000045343			
		ENSSSCG00000047537			
		ENSSSCG00000049963			
		ENSSSCG00000040517			
		ENSSSCG00000049621			
		ENSSSCG00000045659			
		ENSSSCG00000020082			
		ENSSSCG00000047801			
		ENSSSCG00000045816			
		ENSSSCG00000043615			
		ENSSSCG00000046855			
		ENSSSCG00000050739			
		ENSSSCG00000035010			
		ENSSSCG00000049919			
		ENSSSCG00000046155			
		ENSSSCG00000041472			
		ENSSSCG00000031863			
		ENSSSCG00000042336			
		ENSSSCG00000045523			
		ENSSSCG00000047084			
		ENSSSCG00000034024			
		ENSSSCG00000044567			
		ENSSSCG00000049650			
		ENSSSCG00000042104			
		ENSSSCG00000046897			
		ENSSSCG00000019292	ENSG00000212424	U1	RNU1-119P
		ENSSSCG00000050511			
		ENSSSCG00000021394			
		ENSSSCG00000044300			
		ENSSSCG00000050192			
		ENSSSCG00000036780	ENSG00000199512	U6	RNU6-212P
102163208	55911	ENSSSCG00000033623	ENSG00000184730		APOBR
		ENSSSCG00000048094			
		ENSSSCG00000051431			
		ENSSSCG00000043892			
		ENSSSCG00000045932			
		ENSSSCG00000020454			
	692091	ENSSSCG00000020791	ENSG00000221803	SNORD23	SNORD23
		ENSSSCG00000050673			
		ENSSSCG00000047144			
		ENSSSCG00000018463	ENSG00000199805	U1	RNU1-134P
		ENSSSCG00000044184			
		ENSSSCG00000048828			
		ENSSSCG00000035328			
		ENSSSCG00000049097			
		ENSSSCG00000044322			
		ENSSSCG00000044341			
		ENSSSCG00000049449			
		ENSSSCG00000042225			
		ENSSSCG00000046202			
		ENSSSCG00000048999			
		ENSSSCG00000046049			
		ENSSSCG00000051152			
		ENSSSCG00000019945			
		ENSSSCG00000041190			
	26810	ENSSSCG00000018774	ENSG00000209702	SNORD41	SNORD41
		ENSSSCG00000051495			
		ENSSSCG00000042916			
		ENSSSCG00000046872			
		ENSSSCG00000046375			
		ENSSSCG00000042417			
		ENSSSCG00000050868			
		ENSSSCG00000021003	ENSG00000240474	Metazoa_SRP	RN7SL116P
		ENSSSCG00000050811			
		ENSSSCG00000042164			
		ENSSSCG00000046460			
		ENSSSCG00000037324			
		ENSSSCG00000029840			
		ENSSSCG00000042815			
		ENSSSCG00000050382			
		ENSSSCG00000019671			
		ENSSSCG00000050217			
		ENSSSCG00000047401			
		ENSSSCG00000048322			
		ENSSSCG00000038228			
		ENSSSCG00000037505			
		ENSSSCG00000042187			
		ENSSSCG00000044088			
		ENSSSCG00000043532			
		ENSSSCG00000042393			
		ENSSSCG00000041533			
		ENSSSCG00000018780			
		ENSSSCG00000039059			
		ENSSSCG00000042227			
		ENSSSCG00000044723			
		ENSSSCG00000018244			
		ENSSSCG00000041780			
		ENSSSCG00000051599			
		ENSSSCG00000049748			
		ENSSSCG00000051380			
		ENSSSCG00000042768			
		ENSSSCG00000041898			
		ENSSSCG00000044820			
		ENSSSCG00000020195	ENSG00000273727	U1	U1
		ENSSSCG00000045405			
		ENSSSCG00000038698			
		ENSSSCG00000033431	ENSG00000206963	U6	RNU6-675P
		ENSSSCG00000043696			
		ENSSSCG00000041684			
		ENSSSCG00000041154			
		ENSSSCG00000042063			
		ENSSSCG00000045650			
		ENSSSCG00000047867			
		ENSSSCG00000026884			
		ENSSSCG00000043621			
		ENSSSCG00000042641			
		ENSSSCG00000019793	ENSG00000207490	U6	RNU6-987P
		ENSSSCG00000035784			
		ENSSSCG00000049508			
		ENSSSCG00000047808			
		ENSSSCG00000050003			
		ENSSSCG00000050433			
		ENSSSCG00000047546			
		ENSSSCG00000042649			
		ENSSSCG00000041223			
		ENSSSCG00000043758			
		ENSSSCG00000050994			
		ENSSSCG00000048857			
	26812	ENSSSCG00000029719	ENSG00000206775	SNORD37	SNORD37
		ENSSSCG00000046451			
		ENSSSCG00000041683			
		ENSSSCG00000042134			
		ENSSSCG00000048912			
		ENSSSCG00000047338			
		ENSSSCG00000046573			
		ENSSSCG00000042261			
		ENSSSCG00000047258			
492314	6866	ENSSSCG00000000418	ENSG00000166863	TAC3	TAC3
		ENSSSCG00000045656			
		ENSSSCG00000041923			
		ENSSSCG00000047567			
		ENSSSCG00000044613			
		ENSSSCG00000044830			
		ENSSSCG00000044880			
		ENSSSCG00000019156	ENSG00000252594	U6	RNU6-656P
		ENSSSCG00000044004			
		ENSSSCG00000041336			
		ENSSSCG00000043013			
		ENSSSCG00000041839			
		ENSSSCG00000039958	ENSG00000206675	U6	RNU6-32P
		ENSSSCG00000047916			
		ENSSSCG00000038030			
100156979	7187	ENSSSCG00000002525	ENSG00000131323	TRAF3	TRAF3
		ENSSSCG00000044982			
		ENSSSCG00000044497			
		ENSSSCG00000043670			
		ENSSSCG00000047650			
		ENSSSCG00000037421	ENSG00000201467		
		ENSSSCG00000044802			
		ENSSSCG00000041123			
		ENSSSCG00000032419	ENSG00000270467		IGHV3OR16-12
		ENSSSCG00000048715			
		ENSSSCG00000041493			
		ENSSSCG00000044526			
		ENSSSCG00000046694			
		ENSSSCG00000048191			
		ENSSSCG00000051655			
		ENSSSCG00000046604			
		ENSSSCG00000045957			
		ENSSSCG00000022205	ENSG00000212382	U6	RNU6-159P
		ENSSSCG00000020427	ENSG00000201467		
		ENSSSCG00000046830			
		ENSSSCG00000041051			
		ENSSSCG00000046890			
		ENSSSCG00000049125			
		ENSSSCG00000048183			
		ENSSSCG00000044611			
		ENSSSCG00000046777			
		ENSSSCG00000037717			
		ENSSSCG00000051071			
		ENSSSCG00000043074			
		ENSSSCG00000046360			
100623999	219432	ENSSSCG00000040233	ENSG00000181903		OR4C6
595113	400	ENSSSCG00000000870	ENSG00000120805	ARL1	ARL1
100523137	284004	ENSSSCG00000017128	ENSG00000169660	HEXD	HEXD
		ENSSSCG00000051095			
		ENSSSCG00000039003	ENSG00000251842	U6	RNU6-732P
		ENSSSCG00000038363	ENSG00000272055	U6	RNU6-6P
		ENSSSCG00000042873			
		ENSSSCG00000051437			
		ENSSSCG00000031833	ENSG00000207449	U6	RNU6-19P
		ENSSSCG00000047747			
		ENSSSCG00000042056			
		ENSSSCG00000049575			
		ENSSSCG00000047207			
		ENSSSCG00000041845			
		ENSSSCG00000043900			
		ENSSSCG00000049714			
		ENSSSCG00000049252			
		ENSSSCG00000049458			
		ENSSSCG00000046458			
		ENSSSCG00000041661			
		ENSSSCG00000050327			
		ENSSSCG00000046840			
		ENSSSCG00000048037			
		ENSSSCG00000048461			
		ENSSSCG00000044261			
		ENSSSCG00000048708			
		ENSSSCG00000046142			
		ENSSSCG00000048957			
		ENSSSCG00000045277			
		ENSSSCG00000048082			
		ENSSSCG00000046230			
100127354	1201	ENSSSCG00000036603	ENSG00000188603	CLN3	CLN3
		ENSSSCG00000049964			
		ENSSSCG00000041566			
		ENSSSCG00000038961			
		ENSSSCG00000036846			
		ENSSSCG00000049640			
		ENSSSCG00000045429			
		ENSSSCG00000051078			
		ENSSSCG00000041024			
		ENSSSCG00000045861			
		ENSSSCG00000045499			
		ENSSSCG00000046094			
		ENSSSCG00000046289			
		ENSSSCG00000051743			
		ENSSSCG00000044929			
		ENSSSCG00000043718			
		ENSSSCG00000048784			
606745	136	ENSSSCG00000035051	ENSG00000170425	ADORA2B	ADORA2B
		ENSSSCG00000045374			
		ENSSSCG00000041615			
		ENSSSCG00000044955			
		ENSSSCG00000048072			
	3214	ENSSSCG00000017535	ENSG00000182742	HOXB4	HOXB4
		ENSSSCG00000051544			
		ENSSSCG00000044474			
		ENSSSCG00000046244			
		ENSSSCG00000019193	ENSG00000206786	U6	RNU6-701P
		ENSSSCG00000025143			
		ENSSSCG00000045234			
		ENSSSCG00000048022			
		ENSSSCG00000043662			
		ENSSSCG00000045244			
		ENSSSCG00000049639			
		ENSSSCG00000044754			
		ENSSSCG00000041125			
		ENSSSCG00000041484			
		ENSSSCG00000033289			
		ENSSSCG00000043689			
		ENSSSCG00000019643	ENSG00000200622	U6	RNU6-1059P
		ENSSSCG00000021807			
		ENSSSCG00000045170			
		ENSSSCG00000047506			
		ENSSSCG00000047033			
		ENSSSCG00000045619			
		ENSSSCG00000043021			
		ENSSSCG00000050665			
		ENSSSCG00000050852			
		ENSSSCG00000041133			
		ENSSSCG00000042635			
		ENSSSCG00000046168			
		ENSSSCG00000037525			
		ENSSSCG00000051636			
		ENSSSCG00000050690			
		ENSSSCG00000039971			
		ENSSSCG00000045682			
	692209	ENSSSCG00000028053	ENSG00000264994	SNORD92	SNORD92
		ENSSSCG00000047472			
		ENSSSCG00000045552			
		ENSSSCG00000049277			
		ENSSSCG00000051049			
		ENSSSCG00000040596			
		ENSSSCG00000047762			
	109617012	ENSSSCG00000029869	ENSG00000265706	SNORD53B	SNORD53B
		ENSSSCG00000049984			
		ENSSSCG00000042629			
		ENSSSCG00000020474	ENSG00000251916	U1	RNU1-61P
		ENSSSCG00000046512			
		ENSSSCG00000041874			
		ENSSSCG00000047790			
		ENSSSCG00000041823			
		ENSSSCG00000045387			
		ENSSSCG00000007311			
		ENSSSCG00000038394			
		ENSSSCG00000043588			
		ENSSSCG00000050391			
		ENSSSCG00000032035	ENSG00000199601	U6	RNU6-562P
		ENSSSCG00000047234			
		ENSSSCG00000039741	ENSG00000270467		IGHV3OR16-12
		ENSSSCG00000051638			
		ENSSSCG00000049099			
	26796	ENSSSCG00000020875	ENSG00000265145	SNORD53	SNORD53
		ENSSSCG00000044053			
		ENSSSCG00000042083			
		ENSSSCG00000046068			
		ENSSSCG00000047873			
		ENSSSCG00000050348			
		ENSSSCG00000034975	ENSG00000238444	U6	RNU6-893P
		ENSSSCG00000050099			
		ENSSSCG00000046410			
		ENSSSCG00000044940			
		ENSSSCG00000018475			
		ENSSSCG00000050394			
		ENSSSCG00000047576			
		ENSSSCG00000048601			
		ENSSSCG00000049379			
		ENSSSCG00000020264	ENSG00000207362	U6	RNU6-422P
		ENSSSCG00000042994			
		ENSSSCG00000044908			
		ENSSSCG00000049752			
		ENSSSCG00000045021			
		ENSSSCG00000050497			
		ENSSSCG00000048539			
		ENSSSCG00000045360			
		ENSSSCG00000046249			
		ENSSSCG00000049043			
		ENSSSCG00000050114			
		ENSSSCG00000042984			
		ENSSSCG00000051217			
		ENSSSCG00000019479	ENSG00000212382	U6	RNU6-159P
		ENSSSCG00000048773			
		ENSSSCG00000044856			
		ENSSSCG00000044282			
		ENSSSCG00000043600			
		ENSSSCG00000050839			
		ENSSSCG00000047972			
		ENSSSCG00000043040			
		ENSSSCG00000040766			
		ENSSSCG00000049156			
		ENSSSCG00000048914			
		ENSSSCG00000044001			
		ENSSSCG00000051628			
		ENSSSCG00000047824			
		ENSSSCG00000050373			
		ENSSSCG00000018868	ENSG00000254341	SNORD87	SNORD87
		ENSSSCG00000046148			
		ENSSSCG00000044599			
		ENSSSCG00000047756			
		ENSSSCG00000025155	ENSG00000199492	U6	RNU6-1313P
		ENSSSCG00000038447			
		ENSSSCG00000046365			
		ENSSSCG00000036217			
		ENSSSCG00000049450			
		ENSSSCG00000039883			
		ENSSSCG00000046194			
		ENSSSCG00000049776			
		ENSSSCG00000038263	ENSG00000221750	SNORA11G	SNORA11G
		ENSSSCG00000041238			
		ENSSSCG00000044568			
		ENSSSCG00000042275			
		ENSSSCG00000043083			
		ENSSSCG00000046665			
		ENSSSCG00000048356			
		ENSSSCG00000048660			
		ENSSSCG00000048865			
		ENSSSCG00000031333			
		ENSSSCG00000032867	ENSG00000206709	U6	RNU6-1080P
		ENSSSCG00000026396			
		ENSSSCG00000044917			
		ENSSSCG00000046601			
		ENSSSCG00000044359			
100521769	10312	ENSSSCG00000012890	ENSG00000110719	TCIRG1	TCIRG1
		ENSSSCG00000025099	ENSG00000212442	U6	RNU6-243P
		ENSSSCG00000049701			
		ENSSSCG00000032089	ENSG00000239075	U6	RNU6-274P
		ENSSSCG00000043260			
		ENSSSCG00000041766			
	109616977	ENSSSCG00000018586	ENSG00000206897		SNORA9B
		ENSSSCG00000045731			
		ENSSSCG00000048493			
		ENSSSCG00000034458	ENSG00000207433	U6	RNU6-246P
		ENSSSCG00000043207			
		ENSSSCG00000046046			
		ENSSSCG00000019900			
		ENSSSCG00000047001			
		ENSSSCG00000046711			
		ENSSSCG00000049144			
		ENSSSCG00000041470			
		ENSSSCG00000046743			
		ENSSSCG00000047481			
		ENSSSCG00000032906			
		ENSSSCG00000049007			
		ENSSSCG00000043136			
		ENSSSCG00000048709			
		ENSSSCG00000041439			
		ENSSSCG00000019101			
		ENSSSCG00000046812			
		ENSSSCG00000048270			
		ENSSSCG00000049898			
		ENSSSCG00000048800			
		ENSSSCG00000050682			
		ENSSSCG00000031211			
		ENSSSCG00000050908			
		ENSSSCG00000050085			
		ENSSSCG00000041889			
		ENSSSCG00000041351			
		ENSSSCG00000040970			
		ENSSSCG00000050419			
		ENSSSCG00000046629			
		ENSSSCG00000050335			
		ENSSSCG00000019302	ENSG00000252720	U6	RNU6-1258P
		ENSSSCG00000050411			
		ENSSSCG00000042090			
		ENSSSCG00000044665			
		ENSSSCG00000045480			
		ENSSSCG00000037488	ENSG00000206583	U6	RNU6-1292P
		ENSSSCG00000046334			
		ENSSSCG00000041802			
		ENSSSCG00000046763			
		ENSSSCG00000042293			
		ENSSSCG00000043929			
		ENSSSCG00000019432			
		ENSSSCG00000047960			
		ENSSSCG00000034637			
		ENSSSCG00000050520			
		ENSSSCG00000034985			
		ENSSSCG00000020485			
100522700	3215	ENSSSCG00000017540	ENSG00000120075	HOXB5	HOXB5
		ENSSSCG00000043509			
		ENSSSCG00000050006			
		ENSSSCG00000047267			
		ENSSSCG00000033002			
		ENSSSCG00000043851			
		ENSSSCG00000038414			
		ENSSSCG00000047936			
		ENSSSCG00000051465			
		ENSSSCG00000049773			
		ENSSSCG00000049237			
		ENSSSCG00000042201			
		ENSSSCG00000047435			
		ENSSSCG00000039098			
		ENSSSCG00000043450			
		ENSSSCG00000046556			
		ENSSSCG00000020601			
		ENSSSCG00000051038			
		ENSSSCG00000042359			
		ENSSSCG00000047571			
		ENSSSCG00000046443			
		ENSSSCG00000043098			
		ENSSSCG00000050116			
		ENSSSCG00000020772	ENSG00000207172	U6	RNU6-1162P
		ENSSSCG00000043066			
		ENSSSCG00000042601			
		ENSSSCG00000044494			
100156489	7051	ENSSSCG00000001993	ENSG00000092295	TGM1	TGM1
		ENSSSCG00000050773			
		ENSSSCG00000048617			
		ENSSSCG00000046829			
		ENSSSCG00000047686			
		ENSSSCG00000049828			
		ENSSSCG00000046641			
		ENSSSCG00000046250			
		ENSSSCG00000019571			
		ENSSSCG00000044358			
		ENSSSCG00000043970			
		ENSSSCG00000047191			
		ENSSSCG00000050804			
	767590	ENSSSCG00000036667	ENSG00000202270		SNORD114-12
100627849	3216	ENSSSCG00000017539	ENSG00000108511	HOXB6	HOXB6
		ENSSSCG00000048675			
		ENSSSCG00000046473			
100522132	28991	ENSSSCG00000035123	ENSG00000170619	COMMD5	COMMD5
		ENSSSCG00000050829			
		ENSSSCG00000047105			
		ENSSSCG00000047278			
		ENSSSCG00000051584			
		ENSSSCG00000043306			
		ENSSSCG00000041330			
		ENSSSCG00000041687			
		ENSSSCG00000036714			
		ENSSSCG00000041596			
		ENSSSCG00000049648			
100622920	79701	ENSSSCG00000032116	ENSG00000181396	OGFOD3	OGFOD3
100522513	3217	ENSSSCG00000017538	ENSG00000260027	HOXB7	HOXB7
		ENSSSCG00000049045			
		ENSSSCG00000043901			
		ENSSSCG00000041617			
		ENSSSCG00000051562			
		ENSSSCG00000045610			
		ENSSSCG00000048335			
		ENSSSCG00000041292			
		ENSSSCG00000049971			
		ENSSSCG00000046885			
		ENSSSCG00000045086			
		ENSSSCG00000051619			
		ENSSSCG00000049685			
		ENSSSCG00000047455			
		ENSSSCG00000046605			
100515888	7844	ENSSSCG00000008218	ENSG00000239305	RNF103	RNF103
		ENSSSCG00000045031			
		ENSSSCG00000044493			
		ENSSSCG00000041861			
		ENSSSCG00000049523			
		ENSSSCG00000048524			
		ENSSSCG00000050584			
		ENSSSCG00000042663			
100518899	3950	ENSSSCG00000014315	ENSG00000145826	LECT2	LECT2
